Comment,Polarity,Sentiment
original was bad. so i am glad.,0.05833333333333338,Positive
I’m convinced marvel ruined hollywood,0.0,Neutral
I think the sequel that on paper never should have happened but surprised everyone in its excellence was Bladerunner 2049,0.1,Positive
creative people are not creative anymore.,0.125,Positive
"Unplanned sequels that were excellent. <br>1) Terminator 2: Judgement Day<br>2) Aliens (Sequel to Alien)<br>3) Star Wars: The Empire Strikes Back. The whole numbering thing was not part of the plan with the 77 release of Star Wars, and the original theatrical release does not say Episode 4; that was added later. If you don&#39;t believe me, you have to admit they did not have the plot of Empire in mind when they wrote Star Wars.  <br>4) Star Trek II: Wrath of Khan<br>5) Arguably The Dark Knight. While the Joker&#39;s card is left at the end of Batman Begins, Nolan expected Batman Begins to be a standalone film. That said, he was open to the possibility of a sequel, and hinted at it, but it was not planned when Batman Begins was filmed. <br>6) Far into the Franchise, New Nightmare for Nightmare on Elm Street. <br>7) The Road Warrior, a sequel so good many think it was the first film even though the first film was a small-budget picture called Mad Max.<br>8) Godfather II, which despite Matt&#39;s comments was not planned at the time Godfather was written though it was based on unused parts of the novel<br>9) Evil Dead II<br>10) The Bourne Supremacy<br>11) Lethal Weapon II<br>12) Rambo: First Blood Part II<br>13) Addams Family Values<br>14) The Devil&#39;s Rejects [Added Note: Sequel to House of 1000 Corpses, which I do not recommend]<br>15) Indiana Jones and The Last Crusade<br>16) Superman II [Added per comment below though it was filmed in parallel with Superman I. That said, it was significantly reshot and the directors were changed. One could object to this one].<br>17) X2: X-Men United has a higher Rotten Tomatoes score than the original.<br>18) Star Trek: First Contact (The sequel to Star Trek: Generations, the first TNG Star Trek film)<br>19) Spider-Man 2 (Higher RT score than the first Spider-Man)<br>20) Dawn of the Dead (Slightly higher audience score than Night of the Living Dead)<br>21) Logan (acclaimed sequel to the lacklustre Wolverine)<br><br><br>You might not agree with my whole list. I expect some of you to argue about whether a few of them were planned, but many were clearly not. <br><br>Clearly, there are enough examples there to prove that it does happen.<br><br>[A sequel is any film that comes after the original in continuity. So a Part III is still a sequel. Last Crusade is thus a sequel in that it is the third instalment and the first film to come after Raiders. Temple of Doom is, in fact, a prequel. Merriam webster defines it as &quot;A book, film, play, etc. that continues the story of an earlier one.&quot; So a later part is still a sequel, not just the second one. This is evidenced by people referring to a franchise&#39;s sequels in plural. &quot;I like Saw but did not like the sequels.&quot;]",0.10898520084566597,Positive
&quot;fully a deuce&quot;,0.0,Neutral
"Remember that the left did not like the first one because the Joker started out this poor, marginalized soul trying to make it through a cruel world.     The movie made us all feel guilty. You see, the left wants you to believe that evil is some metaphysical thing that has always been there, like the Devil or Pennywise.  Well, look at how they fixed it. They flipped the script.  Taking the evil away from poor Fleck and putting it on this unknown crazy out of nowhere.  Same principle with King hating Kubrick&#39;s Shining.  King&#39;s version was supernatural.  Kubrick&#39;s was ambiguous but heavily leaned on the psychological instead of the mystical.   Jack was an abuser.  No ghost.  King is a leftist who thinks evil is something out there, lurching to possess us.  King, like the left, does not want to take the responsibility that it is we who create and perpetuate evil.  It is man-made and not metaphysically given.",-0.3111111111111111,Negative
Army of Darkness is a rare trilogy improvement of the original lol,0.4916666666666667,Positive
"I&#39;m not a fan of Lady Gaga, but I disagree that she&#39;s not a good actor. Maybe her performance isn&#39;t good in this movie. But I thought she was good in A Star is Born",0.3499999999999999,Positive
The people that made this movie give zero Fs about how well it does. It was made as an F U to regular people that loved the first one. They hit the genie in a bottle with the first one as an art piece that actually worked and hate that fact.,0.06666666666666665,Positive
Well at least it made more monet than Borderlands,0.1,Positive
Money Laundering? A musical movie with no original songs?,-0.09375,Negative
Road Warrior<br>The Dark Knight<br>Spider Man 2<br>X-Men 2<br>Empire Strikes Back<br>Shrek 2<br>Terminator 2<br>Aliens<br>Godfather 2,-0.15,Negative
There’s a movie about the joker!?   😂,0.0,Neutral
There were plenty of story hooks from the first movie to pursue. It&#39;s an accomplishment to eff up this bad.,-0.22499999999999992,Negative
It should be renamed to Joker: Forcer á caca 💩 Finest dump in all of France 🇫🇷,0.0,Neutral
"Terminator 2, Mad Max 2, Aliens 2",-0.625,Negative
I feel fortunate that I live in such a media vacuum that I didn&#39;t even know that this movie existed until today. Thanks for letting me know it&#39;s worthless.,-0.011994949494949503,Negative
THE EMPIRE STRIKES BACK is an exception.,0.0,Neutral
Why this movie failed it’s not that nobody didn’t want a sequel. It’s because once you announce you’re making it a musical and you’re making what the first one was a joke. Nobody wants to see that you’re hurting a certain type of audience with this kind of movie and now you’re trying to go get another audience that’s not interested in this kind of movie And that’s why it fails. So now you alienated the people that would’ve wanted to go see it and the people who would want to go see it or not taking the people that would go with them to go see it in there in a since you have floo,0.08214285714285714,Positive
Gremlins 2,0.0,Neutral
Does this really surprise anyone? Hollywood is dead. Wokeness has killed it.,-0.06666666666666667,Negative
"I enjoyed Joker2, even though I&#39;m not into musicals.<br>We all have unrealistic expectations. <br>Arthurs life was pitiful but he always had hope. Eventually even that was stripped from him and he died pitifully.<br>&quot; all hope abandon ye who enter here&quot;",0.0,Neutral
Tim dillon has the funniest take ever 😂,0.0,Neutral
Terminator 2,0.0,Neutral
"They made Joker immortal in the comics, so that&#39;s the point where the character went off the rails AFAIC.<br><br>The movie... I haven&#39;t seen the first one so I&#39;m not going to jump to judging the second one.",0.125,Positive
Probably Aliens and Terminator 2 are  the only  afterthought sequel that are  as good if not better than the first,0.175,Positive
How many original new films could that budget have funded?.,0.3371212121212121,Positive
"its a musical not a movie, i left before halfway in it",0.0,Neutral
Does your cup say leftist tears? 😂😂😂😂,-0.05,Negative
"I think a lot of your analysis is good but how on earth do you not remember the ultimate, great, unplanned, cash grab sequel: Aliens. <br><br>And, to a lesser degree, terminator 2. <br><br>And Star Trek 2 wasn’t exactly planned ahead of time, either.",0.35,Positive
"People are tired of The Joker. Rehashed too much.<br><br> Airplane II, now that was a great sequel :)",0.3,Positive
"<a href=""https://www.youtube.com/watch?v=TYdAwMw37xw&amp;t=139"">2:19</a> The Godfather Part II came after the success of the first one. It was never planned from the start",0.275,Positive
Terminator 2 was a very good sequel.,0.9099999999999999,Positive
"Stat Trek 2:Wrath of Kahn<br>Silence of the Lambs<br>Empire Strikes Back<br>House 2<br>Texas Chainsaw Massacre 2<br>Terminator 2<br>Aliens<br>Mad Max 2: The Road Warrior <br>Bill &amp; Ted’s Bogus Journey <br>Austin Powers and the Spy who shagged me<br>Indiana Jones and the Last Crusade(Temple of Doom wasn’t as good as Raiders, but in the timeline, Temple is technically a Prequel &amp; the Last Crusade is the sequel)<br>Spider-Man 2 (Toby McGuire)<br>Dollars Trilogy<br>Chronicles of Riddick (just kidding)<br><br>Were all good sequels, that went a somewhat different direction than the original and were arguably better than their originals.",0.284375,Positive
"Didn&#39;t watch Matt&#39;s review because I negative interest in seeing the movie.  But, comment for the algo",-0.3,Negative
The first one is enough. Didn&#39;t need another one.,0.125,Positive
